League_Name,Team_Away,GP,Avg,0.5+,1.5+,2.5+,3.5+,4.5+,5.5+,BTS,CS,FTS,WTN,LTN
Guatemala - Liga Nacional - Apertura,Coban Imperial,1.0,1.0,100%,0%,0%,0%,0%,0%,0%,100%,0%,100%,0%
Guatemala - Liga Nacional - Apertura,Comunicaciones,1.0,1.0,100%,0%,0%,0%,0%,0%,0%,0%,100%,0%,100%
Guatemala - Liga Nacional - Apertura,Guastatoya,1.0,1.0,100%,0%,0%,0%,0%,0%,0%,0%,100%,0%,100%
Guatemala - Liga Nacional - Apertura,Mixco,1.0,1.0,100%,0%,0%,0%,0%,0%,0%,100%,0%,100%,0%
Guatemala - Liga Nacional - Apertura,Xelaju,1.0,1.0,100%,0%,0%,0%,0%,0%,0%,100%,0%,100%,0%
Guatemala - Liga Nacional - Apertura,Achuapa,1.0,0.0,0%,0%,0%,0%,0%,0%,0%,100%,100%,0%,0%
Guatemala - Liga Nacional - Clausura,Xinabajul,10.0,3.6,100%,90%,70%,30%,20%,20%,60%,10%,30%,10%,30%
Guatemala - Liga Nacional - Clausura,Coban Imperial,10.0,3.3,100%,100%,70%,40%,20%,0%,60%,10%,30%,10%,30%
Guatemala - Liga Nacional - Clausura,Malacateco,10.0,2.7,90%,80%,50%,20%,20%,10%,70%,10%,30%,0%,20%
Guatemala - Liga Nacional - Clausura,Achuapa,10.0,2.4,100%,70%,50%,10%,10%,0%,40%,10%,50%,10%,50%
Guatemala - Liga Nacional - Clausura,Guastatoya,10.0,2.4,90%,60%,40%,20%,10%,10%,40%,20%,50%,10%,40%
Guatemala - Liga Nacional - Clausura,Antigua GFC,10.0,2.3,80%,60%,40%,20%,20%,10%,50%,30%,40%,10%,20%
Guatemala - Liga Nacional - Clausura,Comunicaciones,10.0,2.1,80%,60%,40%,20%,10%,0%,60%,30%,30%,10%,10%
Guatemala - Liga Nacional - Clausura,Mixco,10.0,2.0,90%,80%,30%,0%,0%,0%,70%,10%,30%,0%,20%
Guatemala - Liga Nacional - Clausura,Xelaju,10.0,2.0,90%,50%,40%,20%,0%,0%,40%,10%,60%,0%,50%
Guatemala - Liga Nacional - Clausura,Marquense,10.0,1.9,80%,50%,30%,20%,10%,0%,30%,20%,70%,0%,50%
Guatemala - Liga Nacional - Clausura,Municipal,10.0,1.9,90%,70%,30%,0%,0%,0%,50%,40%,20%,30%,10%
Hong Kong - Premier League,Tai Po,12.0,4.5,100%,92%,75%,58%,42%,33%,67%,25%,8%,25%,8%
Hong Kong - Premier League,North District,12.0,4.42,100%,100%,83%,67%,50%,25%,75%,0%,25%,0%,25%
Hong Kong - Premier League,HK Rangers,12.0,4.17,100%,92%,75%,58%,33%,25%,50%,8%,42%,8%,42%
Hong Kong - Premier League,Kowloon City,12.0,3.92,92%,83%,75%,75%,42%,17%,75%,25%,8%,17%,0%
Hong Kong - Premier League,Hong Kong FC,12.0,3.67,100%,92%,83%,58%,8%,8%,67%,0%,33%,0%,33%
Hong Kong - Premier League,Southern D.,12.0,3.17,100%,92%,50%,33%,25%,8%,75%,8%,17%,8%,17%
Hong Kong - Premier League,Eastern,12.0,3.0,100%,92%,58%,33%,8%,8%,58%,33%,8%,33%,8%
Hong Kong - Premier League,Kitchee,12.0,2.92,100%,83%,58%,42%,8%,0%,67%,17%,17%,17%,17%
Hong Kong - Premier League,LM Warriors,12.0,2.83,100%,75%,67%,17%,8%,8%,50%,33%,17%,33%,17%
Hungary - NB I,Debrecen,1.0,6.0,100%,100%,100%,100%,100%,100%,100%,0%,0%,0%,0%
Hungary - NB I,Gyor,1.0,6.0,100%,100%,100%,100%,100%,100%,100%,0%,0%,0%,0%
Hungary - NB I,DVTK,1.0,4.0,100%,100%,100%,100%,0%,0%,100%,0%,0%,0%,0%
Hungary - NB I,Kazincbarcika,1.0,3.0,100%,100%,100%,0%,0%,0%,100%,0%,0%,0%,0%
Hungary - NB I,Ferencvaros,1.0,2.0,100%,100%,0%,0%,0%,0%,100%,0%,0%,0%,0%
Hungary - NB I,Kisvarda,1.0,2.0,100%,100%,0%,0%,0%,0%,100%,0%,0%,0%,0%
Iceland - Urvalsdeild,KR Reykjavik,8.0,5.0,100%,88%,88%,88%,62%,50%,88%,0%,12%,0%,12%
Iceland - Urvalsdeild,Valur,8.0,3.88,100%,100%,75%,38%,38%,25%,62%,25%,12%,25%,12%
Iceland - Urvalsdeild,IA Akranes,9.0,3.67,100%,89%,67%,44%,44%,11%,56%,22%,22%,22%,22%
Iceland - Urvalsdeild,Hafnarfjordur,9.0,3.44,100%,89%,78%,56%,22%,0%,78%,0%,22%,0%,22%
Iceland - Urvalsdeild,Fram,8.0,3.0,100%,88%,50%,38%,25%,0%,75%,12%,12%,12%,12%
Iceland - Urvalsdeild,Breidablik,8.0,2.88,100%,75%,38%,38%,25%,12%,50%,38%,12%,38%,12%
Iceland - Urvalsdeild,KA Akureyri,8.0,2.88,88%,75%,75%,38%,12%,0%,38%,12%,62%,0%,50%
Iceland - Urvalsdeild,IBV,8.0,2.75,88%,88%,50%,25%,25%,0%,25%,25%,62%,12%,50%
Iceland - Urvalsdeild,Stjarnan,7.0,2.57,100%,86%,57%,14%,0%,0%,57%,14%,29%,14%,29%
Iceland - Urvalsdeild,Afturelding,8.0,2.38,88%,75%,50%,12%,12%,0%,38%,12%,62%,0%,50%
Iceland - Urvalsdeild,Vikingur R.,8.0,2.25,88%,62%,38%,38%,0%,0%,50%,38%,25%,25%,12%
Iceland - Urvalsdeild,Vestri,7.0,1.86,100%,71%,14%,0%,0%,0%,29%,29%,43%,29%,43%
Iceland - 1. Deild,Grindavik,7.0,4.71,100%,100%,71%,57%,57%,43%,86%,0%,14%,0%,14%
Iceland - 1. Deild,Thor Akureyri,7.0,4.57,100%,100%,100%,86%,43%,14%,86%,14%,0%,14%,0%
Iceland - 1. Deild,Fjolnir,8.0,4.38,100%,88%,75%,50%,50%,38%,75%,12%,12%,12%,12%
Iceland - 1. Deild,Volsungur,9.0,3.89,100%,89%,78%,67%,33%,22%,89%,0%,11%,0%,11%
Iceland - 1. Deild,Keflavik,6.0,3.83,100%,100%,67%,67%,33%,17%,83%,17%,0%,17%,0%
Iceland - 1. Deild,Njardvik,8.0,3.38,100%,88%,62%,62%,12%,12%,75%,25%,0%,25%,0%
Iceland - 1. Deild,Fylkir,7.0,3.29,100%,100%,57%,43%,29%,0%,100%,0%,0%,0%,0%
Iceland - 1. Deild,Selfoss,8.0,3.0,100%,100%,38%,38%,25%,0%,25%,25%,50%,25%,50%
Iceland - 1. Deild,HK Kopavogur,8.0,2.75,100%,88%,75%,12%,0%,0%,62%,25%,12%,25%,12%
Iceland - 1. Deild,Leiknir R.,7.0,2.71,100%,71%,43%,29%,14%,14%,43%,0%,57%,0%,57%
Iceland - 1. Deild,Throttur R.,7.0,2.43,100%,86%,57%,0%,0%,0%,71%,29%,0%,29%,0%
Iceland - 1. Deild,IR Reykjavik,8.0,2.25,88%,75%,38%,12%,12%,0%,62%,38%,12%,25%,0%
Ireland - Premier Division,Sligo Rovers,12.0,3.42,100%,83%,58%,42%,33%,17%,50%,17%,33%,17%,33%
Ireland - Premier Division,Cork City,12.0,3.33,100%,92%,67%,42%,33%,0%,83%,0%,17%,0%,17%
Ireland - Premier Division,Waterford,13.0,3.15,100%,69%,54%,31%,23%,15%,54%,8%,38%,8%,38%
Ireland - Premier Division,Shamrock Rovers,13.0,2.69,100%,85%,62%,23%,0%,0%,77%,8%,15%,8%,15%
Ireland - Premier Division,Galway Utd,13.0,2.23,92%,77%,38%,15%,0%,0%,54%,15%,38%,8%,31%
Ireland - Premier Division,Shelbourne,12.0,2.17,92%,67%,33%,25%,0%,0%,58%,25%,25%,17%,17%
Ireland - Premier Division,Bohemians,13.0,2.15,92%,62%,46%,8%,8%,0%,38%,31%,38%,23%,31%
Ireland - Premier Division,Derry City,12.0,2.08,92%,58%,33%,17%,8%,0%,42%,33%,33%,25%,25%
Ireland - Premier Division,St. Patricks,12.0,2.08,83%,58%,50%,17%,0%,0%,42%,33%,42%,17%,25%
Ireland - Premier Division,Drogheda Utd,13.0,2.08,77%,62%,46%,23%,0%,0%,46%,38%,38%,15%,15%
Ireland - First Division,Kerry,12.0,3.5,92%,75%,67%,50%,33%,25%,58%,17%,33%,8%,25%
Ireland - First Division,Longford Town,11.0,2.82,91%,82%,45%,36%,18%,9%,55%,18%,36%,9%,27%
Ireland - First Division,Cobh Ramblers,13.0,2.77,100%,85%,54%,23%,15%,0%,62%,23%,15%,23%,15%
Ireland - First Division,Bray Wanderers,12.0,2.58,100%,67%,58%,25%,8%,0%,42%,42%,17%,42%,17%
Ireland - First Division,Treaty Utd,12.0,2.5,92%,83%,42%,25%,8%,0%,50%,25%,33%,17%,25%
Ireland - First Division,Wexford,12.0,2.42,92%,75%,50%,17%,8%,0%,58%,25%,25%,17%,17%
Ireland - First Division,Finn Harps,11.0,2.36,82%,64%,45%,45%,0%,0%,64%,36%,18%,18%,0%
Ireland - First Division,Dundalk,12.0,2.25,92%,58%,42%,25%,8%,0%,33%,50%,25%,42%,17%
Ireland - First Division,UC Dublin,12.0,2.25,100%,67%,42%,17%,0%,0%,33%,42%,25%,42%,25%
Ireland - First Division,Athlone Town,12.0,2.17,92%,67%,33%,17%,8%,0%,33%,25%,50%,17%,42%
Israel - Ligat HaAl,M. Tel Aviv,18.0,3.72,100%,100%,89%,56%,17%,6%,72%,28%,0%,28%,0%
Israel - Ligat HaAl,B. Jerusalem,18.0,3.5,100%,83%,72%,50%,33%,11%,56%,22%,22%,22%,22%
Israel - Ligat HaAl,Ashdod,17.0,3.35,94%,88%,76%,47%,24%,6%,82%,12%,12%,6%,6%
Israel - Ligat HaAl,Maccabi Haifa,18.0,3.28,89%,89%,67%,50%,28%,6%,61%,33%,17%,22%,6%
Israel - Ligat HaAl,Maccabi Netanya,18.0,2.89,94%,67%,50%,39%,28%,6%,50%,22%,33%,17%,28%
Israel - Ligat HaAl,H. Jerusalem,16.0,2.81,94%,94%,44%,25%,12%,12%,62%,19%,25%,12%,19%
Israel - Ligat HaAl,Kiryat Shmona,16.0,2.75,94%,62%,38%,31%,25%,19%,44%,31%,31%,25%,25%
Israel - Ligat HaAl,Hapoel Hadera,17.0,2.71,88%,82%,53%,24%,18%,6%,76%,18%,18%,6%,6%
Israel - Ligat HaAl,M. Petah Tikva,17.0,2.47,82%,65%,47%,24%,24%,6%,41%,29%,47%,12%,29%
Israel - Ligat HaAl,Sakhnin,17.0,2.41,88%,53%,47%,24%,12%,6%,41%,29%,41%,18%,29%
Israel - Ligat HaAl,Hapoel Haifa,18.0,2.28,89%,67%,39%,17%,11%,6%,28%,39%,44%,28%,33%
Israel - Ligat HaAl,M. Bnei Raina,16.0,2.25,94%,69%,44%,12%,6%,0%,44%,31%,31%,25%,25%
Israel - Ligat HaAl,H. Beer Sheva,18.0,2.22,94%,72%,33%,6%,6%,6%,44%,44%,17%,39%,11%
Israel - Ligat HaAl,Ironi Tiberias,16.0,2.19,88%,69%,38%,25%,0%,0%,38%,19%,56%,6%,44%
Israel - Leumit League,Ramat Hasharon,18.0,3.78,94%,94%,67%,44%,33%,22%,50%,17%,39%,11%,33%
Israel - Leumit League,H. Kfar Shalem,18.0,3.33,100%,78%,61%,50%,28%,11%,56%,17%,28%,17%,28%
Israel - Leumit League,H. Umm al-Fahm,19.0,3.21,100%,89%,68%,42%,16%,5%,63%,0%,37%,0%,37%
Israel - Leumit League,M. Herziliya,19.0,3.11,100%,84%,63%,42%,16%,5%,53%,21%,26%,21%,26%
Israel - Leumit League,H. Ironi Rishon,19.0,3.0,95%,79%,53%,32%,26%,11%,58%,16%,32%,11%,26%
Israel - Leumit League,Hapoel Akko,18.0,2.94,100%,89%,67%,28%,11%,0%,56%,22%,22%,22%,22%
Israel - Leumit League,Hapoel Tel Aviv,18.0,2.89,100%,83%,61%,22%,11%,6%,61%,33%,6%,33%,6%
Israel - Leumit League,Bnei Yehuda,19.0,2.84,100%,79%,58%,32%,16%,0%,53%,26%,21%,26%,21%
Israel - Leumit League,H. Nof Hagalil,18.0,2.44,89%,78%,33%,22%,11%,6%,39%,28%,44%,17%,33%
Israel - Leumit League,Maccabi Jaffa,19.0,2.37,84%,68%,42%,21%,11%,5%,68%,21%,26%,5%,11%
Israel - Leumit League,H. Kfar Saba,19.0,2.32,100%,68%,42%,11%,5%,5%,53%,16%,32%,16%,32%
Israel - Leumit League,Hapoel Afula,19.0,2.26,84%,68%,42%,26%,5%,0%,42%,21%,53%,5%,37%
Israel - Leumit League,H. Petah Tikva,18.0,2.11,94%,67%,33%,11%,6%,0%,33%,61%,11%,56%,6%
Israel - Leumit League,H. Ramat Gan,18.0,2.11,94%,61%,33%,22%,0%,0%,28%,44%,33%,39%,28%
Israel - Leumit League,Hapoel Raanana,19.0,2.11,79%,63%,37%,26%,5%,0%,32%,42%,47%,21%,26%
Israel - Leumit League,Kafr Qasim,18.0,1.56,100%,44%,11%,0%,0%,0%,28%,28%,44%,28%,44%
Italy - Serie A,AC Milan,19.0,3.05,100%,89%,74%,26%,11%,5%,68%,26%,5%,26%,5%
Italy - Serie A,Empoli,19.0,2.95,100%,95%,58%,26%,16%,0%,74%,5%,21%,5%,21%
Italy - Serie A,Atalanta,19.0,2.89,95%,79%,58%,42%,16%,0%,32%,58%,16%,53%,11%
Italy - Serie A,Bologna,19.0,2.79,89%,84%,58%,37%,11%,0%,53%,26%,32%,16%,21%
Italy - Serie A,Inter Milan,19.0,2.79,100%,79%,47%,32%,16%,5%,32%,53%,16%,53%,16%
Italy - Serie A,Monza,19.0,2.79,95%,89%,53%,26%,11%,5%,47%,11%,47%,5%,42%
Italy - Serie A,Fiorentina,19.0,2.68,95%,68%,58%,26%,16%,5%,58%,26%,21%,21%,16%
Italy - Serie A,Lazio,19.0,2.68,95%,68%,58%,26%,16%,5%,47%,37%,21%,32%,16%
Italy - Serie A,Hellas Verona,19.0,2.58,100%,63%,37%,26%,21%,5%,47%,16%,37%,16%,37%
Italy - Serie A,Parma,19.0,2.58,79%,68%,58%,37%,16%,0%,63%,21%,37%,0%,16%
Italy - Serie A,Torino,19.0,2.58,95%,68%,37%,37%,21%,0%,53%,21%,32%,16%,26%
Italy - Serie A,Venezia,19.0,2.58,89%,79%,53%,32%,5%,0%,58%,11%,42%,0%,32%
Italy - Serie A,Udinese,19.0,2.53,95%,79%,47%,16%,16%,0%,63%,11%,32%,5%,26%
Italy - Serie A,Como,19.0,2.47,100%,79%,42%,21%,5%,0%,53%,16%,32%,16%,32%
Italy - Serie A,Juventus,19.0,2.47,89%,79%,42%,11%,11%,5%,58%,32%,21%,21%,11%
Italy - Serie A,Cagliari,19.0,2.32,89%,74%,42%,21%,5%,0%,53%,16%,42%,5%,32%
Italy - Serie A,Lecce,19.0,2.16,89%,58%,37%,21%,11%,0%,42%,21%,47%,11%,37%
Italy - Serie A,Napoli,19.0,2.16,84%,63%,42%,21%,5%,0%,42%,53%,21%,37%,5%
Italy - Serie A,Genoa,19.0,2.11,84%,58%,37%,21%,5%,5%,42%,32%,42%,16%,26%
Italy - Serie A,AS Roma,19.0,2.05,89%,58%,26%,16%,11%,5%,47%,42%,21%,32%,11%
Italy - Serie B,Mantova,19.0,3.16,100%,84%,63%,47%,11%,11%,74%,0%,26%,0%,26%
Italy - Serie B,Sampdoria,19.0,3.11,89%,84%,58%,42%,16%,11%,74%,11%,26%,0%,16%
Italy - Serie B,Sassuolo,19.0,2.95,95%,84%,53%,26%,11%,11%,63%,37%,5%,32%,0%
Italy - Serie B,Cosenza,19.0,2.89,95%,79%,63%,42%,11%,0%,68%,11%,26%,5%,21%
Italy - Serie B,Sudtirol,19.0,2.89,89%,74%,58%,26%,16%,16%,42%,26%,42%,16%,32%
Italy - Serie B,Cremonese,19.0,2.79,89%,68%,63%,37%,21%,0%,58%,26%,26%,16%,16%
Italy - Serie B,Palermo,19.0,2.63,95%,79%,63%,26%,0%,0%,68%,16%,21%,11%,16%
Italy - Serie B,Reggiana,19.0,2.53,95%,79%,42%,21%,11%,5%,58%,21%,26%,16%,21%
Italy - Serie B,Modena,19.0,2.47,95%,74%,47%,21%,5%,5%,58%,16%,32%,11%,26%
Italy - Serie B,Carrarese,19.0,2.42,84%,68%,47%,26%,11%,5%,58%,21%,37%,5%,21%
Italy - Serie B,Cesena,19.0,2.37,95%,68%,42%,16%,11%,5%,53%,26%,26%,21%,21%
Italy - Serie B,Pisa,19.0,2.37,89%,63%,47%,21%,16%,0%,42%,32%,37%,21%,26%
Italy - Serie B,Catanzaro,19.0,2.32,79%,74%,37%,26%,11%,5%,53%,32%,37%,11%,16%
Italy - Serie B,Cittadella,19.0,2.32,95%,47%,42%,21%,16%,5%,37%,37%,32%,32%,26%
Italy - Serie B,Juve Stabia,19.0,2.11,79%,74%,42%,16%,0%,0%,58%,21%,42%,0%,21%
Italy - Serie B,Brescia,19.0,2.05,89%,68%,37%,11%,0%,0%,53%,26%,32%,16%,21%
Italy - Serie B,Frosinone,19.0,2.05,95%,68%,32%,11%,0%,0%,47%,26%,32%,21%,26%
Italy - Serie B,Spezia,19.0,2.05,79%,74%,32%,21%,0%,0%,42%,47%,32%,26%,11%
Italy - Serie B,Bari,19.0,2.0,79%,63%,32%,16%,5%,5%,47%,37%,37%,16%,16%
Italy - Serie B,Salernitana,19.0,1.84,84%,53%,21%,16%,11%,0%,26%,26%,63%,11%,47%
Italy - Serie C - Group A,Atalanta B,19.0,3.0,95%,79%,74%,42%,5%,5%,68%,21%,16%,16%,11%
Italy - Serie C - Group A,Caldiero Terme,19.0,2.84,89%,68%,53%,37%,21%,11%,58%,21%,32%,11%,21%
Italy - Serie C - Group A,Clodiense,19.0,2.79,95%,79%,63%,32%,11%,0%,58%,11%,37%,5%,32%
Italy - Serie C - Group A,Lumezzane,19.0,2.47,95%,74%,32%,26%,16%,5%,63%,16%,26%,11%,21%
Italy - Serie C - Group A,AlbinoLeffe,19.0,2.42,100%,89%,32%,11%,5%,5%,47%,26%,26%,26%,26%
Italy - Serie C - Group A,Virtus Verona,19.0,2.42,89%,84%,53%,11%,5%,0%,42%,42%,26%,32%,16%
Italy - Serie C - Group A,Arzignano,19.0,2.37,95%,68%,42%,21%,11%,0%,47%,26%,32%,21%,26%
Italy - Serie C - Group A,Novara,19.0,2.32,89%,68%,42%,21%,5%,5%,53%,21%,37%,11%,26%
Italy - Serie C - Group A,FeralpiSalo,19.0,2.26,79%,47%,47%,37%,16%,0%,42%,37%,42%,16%,21%
Italy - Serie C - Group A,Padova,19.0,2.26,95%,68%,37%,16%,11%,0%,47%,42%,16%,37%,11%
Italy - Serie C - Group A,Pergolettese,19.0,2.21,89%,68%,42%,11%,5%,5%,53%,26%,32%,16%,21%
Italy - Serie C - Group A,Pro Vercelli,19.0,2.21,95%,74%,32%,16%,5%,0%,47%,11%,47%,5%,42%
Italy - Serie C - Group A,Triestina,19.0,2.21,95%,63%,37%,21%,5%,0%,37%,21%,47%,16%,42%
Italy - Serie C - Group A,Giana Erminio,19.0,2.16,100%,53%,37%,21%,5%,0%,32%,32%,37%,32%,37%
Italy - Serie C - Group A,Renate,19.0,2.11,95%,53%,42%,21%,0%,0%,37%,37%,32%,32%,26%
Italy - Serie C - Group A,Lecco,19.0,2.05,79%,58%,32%,16%,11%,5%,47%,21%,53%,0%,32%
Italy - Serie C - Group A,Pro Patria,19.0,2.0,89%,63%,37%,11%,0%,0%,53%,16%,42%,5%,32%
Italy - Serie C - Group A,Trento,19.0,2.0,84%,74%,37%,5%,0%,0%,37%,26%,53%,11%,37%
Italy - Serie C - Group A,Vicenza,19.0,2.0,89%,63%,37%,11%,0%,0%,42%,42%,26%,32%,16%
Italy - Serie C - Group A,Alcione,19.0,1.84,95%,53%,21%,11%,5%,0%,37%,26%,42%,21%,37%
Italy - Serie C - Group B,Torres,19.0,2.95,95%,74%,63%,37%,21%,5%,74%,16%,16%,11%,11%
Italy - Serie C - Group B,SPAL,19.0,2.89,95%,79%,58%,32%,21%,5%,63%,21%,21%,16%,16%
Italy - Serie C - Group B,Pineto,19.0,2.84,95%,84%,58%,26%,16%,5%,63%,21%,21%,16%,16%
Italy - Serie C - Group B,Pontedera,19.0,2.68,95%,79%,47%,21%,16%,11%,58%,26%,21%,21%,16%
Italy - Serie C - Group B,Athletic Carpi,19.0,2.63,95%,68%,53%,32%,11%,5%,58%,21%,26%,16%,21%
Italy - Serie C - Group B,Lucchese,19.0,2.63,74%,74%,53%,37%,26%,0%,47%,32%,47%,5%,21%
Italy - Serie C - Group B,Pescara,19.0,2.47,89%,58%,58%,32%,11%,0%,53%,32%,26%,21%,16%
Italy - Serie C - Group B,Rimini,19.0,2.42,89%,74%,53%,21%,5%,0%,53%,32%,26%,21%,16%
Italy - Serie C - Group B,Pianese,19.0,2.37,95%,68%,32%,16%,16%,11%,37%,26%,42%,21%,37%
Italy - Serie C - Group B,AC Milan B,19.0,2.32,89%,68%,47%,16%,11%,0%,58%,16%,37%,5%,26%
Italy - Serie C - Group B,Sestri Levante,19.0,2.32,84%,53%,42%,32%,16%,5%,37%,32%,47%,16%,32%
Italy - Serie C - Group B,Arezzo,19.0,2.26,95%,63%,42%,21%,5%,0%,32%,53%,21%,47%,16%
Italy - Serie C - Group B,Ascoli,19.0,2.26,89%,79%,42%,16%,0%,0%,63%,21%,26%,11%,16%
Italy - Serie C - Group B,Legnago Salus,19.0,2.21,84%,63%,37%,16%,5%,5%,42%,26%,47%,11%,32%
Italy - Serie C - Group B,Perugia,19.0,2.16,79%,63%,42%,21%,5%,5%,53%,26%,42%,5%,21%
Italy - Serie C - Group B,Entella,19.0,2.05,95%,74%,26%,11%,0%,0%,53%,47%,5%,42%,0%
Italy - Serie C - Group B,Gubbio,19.0,2.05,95%,68%,37%,5%,0%,0%,47%,26%,32%,21%,26%
Italy - Serie C - Group B,Vis Pesaro,19.0,2.0,89%,58%,32%,16%,5%,0%,47%,37%,26%,26%,16%
Italy - Serie C - Group B,Campobasso,19.0,1.89,79%,63%,37%,5%,5%,0%,37%,26%,58%,5%,37%
Italy - Serie C - Group B,Ternana,19.0,1.79,79%,47%,37%,11%,5%,0%,32%,53%,37%,32%,16%
Jamaica - Premier League,Mount Pleasant,20.0,3.3,100%,90%,60%,35%,25%,10%,50%,45%,5%,45%,5%
Jamaica - Premier League,Humble Lions,18.0,3.06,100%,89%,50%,33%,22%,11%,67%,6%,28%,6%,28%
Jamaica - Premier League,Molynes Utd,20.0,2.95,80%,75%,60%,40%,25%,10%,30%,35%,55%,15%,35%
Jamaica - Premier League,Vere Utd,20.0,2.8,95%,85%,50%,30%,15%,5%,60%,10%,35%,5%,30%
Jamaica - Premier League,Arnett Gardens,19.0,2.79,100%,74%,47%,32%,11%,5%,37%,53%,11%,53%,11%
Jamaica - Premier League,Tivoli Gardens,20.0,2.6,80%,70%,55%,35%,15%,5%,60%,30%,30%,10%,10%
Jamaica - Premier League,Dunbeholden,20.0,2.55,85%,65%,50%,35%,20%,0%,35%,20%,60%,5%,45%
Jamaica - Premier League,Harbour View,20.0,2.55,100%,60%,50%,25%,10%,10%,40%,10%,50%,10%,50%
Jamaica - Premier League,Cavalier,20.0,2.4,95%,85%,45%,15%,0%,0%,60%,25%,20%,20%,15%
Jamaica - Premier League,Chapelton,20.0,2.4,100%,75%,50%,15%,0%,0%,45%,15%,40%,15%,40%
Jamaica - Premier League,Racing United,20.0,2.4,90%,75%,50%,25%,0%,0%,55%,20%,35%,10%,25%
Jamaica - Premier League,Waterhouse,18.0,2.28,89%,61%,39%,28%,11%,0%,50%,39%,22%,28%,11%
Jamaica - Premier League,Montego Bay,20.0,2.15,85%,65%,35%,15%,10%,5%,35%,45%,35%,30%,20%
Jamaica - Premier League,Portmore Utd,18.0,1.5,78%,39%,17%,6%,6%,6%,28%,50%,44%,28%,22%
Japan - J1 League,Cerezo Osaka,12.0,3.42,92%,83%,67%,50%,25%,17%,67%,8%,33%,0%,25%
Japan - J1 League,Kyoto Sanga,13.0,3.15,100%,85%,69%,23%,15%,15%,69%,15%,15%,15%,15%
Japan - J1 League,Nagoya G.,13.0,2.69,100%,92%,62%,15%,0%,0%,62%,8%,31%,8%,31%
Japan - J1 League,Shonan Bellmare,12.0,2.58,92%,83%,50%,25%,8%,0%,33%,25%,50%,17%,42%
Japan - J1 League,Albirex Niigata,12.0,2.5,100%,75%,50%,17%,8%,0%,58%,17%,25%,17%,25%
Japan - J1 League,FC Tokyo,12.0,2.5,100%,67%,42%,25%,17%,0%,33%,17%,50%,17%,50%
Japan - J1 League,Gamba Osaka,13.0,2.46,92%,62%,38%,31%,15%,8%,38%,31%,38%,23%,31%
Japan - J1 League,Machida Zelvia,13.0,2.46,100%,62%,54%,31%,0%,0%,46%,38%,15%,38%,15%
Japan - J1 League,Shimizu S-Pulse,12.0,2.42,100%,67%,33%,17%,17%,8%,42%,17%,42%,17%,42%
Japan - J1 League,Vissel Kobe,12.0,2.42,92%,58%,58%,25%,8%,0%,58%,25%,25%,17%,17%
Japan - J1 League,Urawa RD,11.0,2.36,91%,82%,36%,18%,9%,0%,73%,18%,18%,9%,9%
Japan - J1 League,K. Frontale,12.0,2.33,92%,75%,58%,8%,0%,0%,67%,25%,17%,17%,8%
Japan - J1 League,Kashiwa Reysol,13.0,2.31,100%,85%,31%,8%,8%,0%,46%,46%,8%,46%,8%
Japan - J1 League,Kashima Antlers,11.0,2.27,100%,55%,55%,18%,0%,0%,45%,27%,27%,27%,27%
Japan - J1 League,Yokohama M.,11.0,2.27,100%,55%,36%,18%,9%,9%,36%,18%,45%,18%,45%
Japan - J1 League,S. Hiroshima,13.0,1.92,100%,54%,31%,8%,0%,0%,31%,46%,23%,46%,23%
Japan - J1 League,Yokohama FC,11.0,1.91,82%,64%,45%,0%,0%,0%,45%,27%,45%,9%,27%
Japan - J1 League,Fagiano Okayama,11.0,1.64,91%,55%,18%,0%,0%,0%,36%,27%,45%,18%,36%
Japan - J1 League,Avispa Fukuoka,11.0,1.55,82%,36%,27%,9%,0%,0%,27%,55%,36%,36%,18%
Japan - J1 League,Tokyo Verdy,12.0,1.5,58%,42%,33%,17%,0%,0%,25%,58%,58%,17%,17%
Japan - J2 League,V-V. Nagasaki,12.0,3.33,100%,100%,75%,42%,17%,0%,92%,0%,8%,0%,8%
Japan - J2 League,Jubilo Iwata,11.0,3.09,91%,73%,55%,45%,27%,18%,64%,18%,27%,9%,18%
Japan - J2 League,Blaublitz Akita,12.0,3.08,100%,83%,67%,25%,17%,17%,83%,8%,8%,8%,8%
Japan - J2 League,R. Kumamoto,11.0,2.91,91%,73%,45%,36%,36%,9%,64%,27%,18%,18%,9%
Japan - J2 League,C. Sapporo,13.0,2.85,100%,85%,54%,31%,8%,8%,62%,8%,31%,8%,31%
Japan - J2 League,Ehime FC,12.0,2.83,92%,83%,42%,42%,17%,8%,75%,8%,25%,0%,17%
Japan - J2 League,M. Yamagata,13.0,2.77,92%,69%,62%,38%,15%,0%,69%,15%,23%,8%,15%
Japan - J2 League,Iwaki,11.0,2.73,91%,73%,45%,27%,18%,9%,55%,9%,45%,0%,36%
Japan - J2 League,Fujieda MYFC,11.0,2.27,82%,55%,36%,18%,18%,18%,45%,36%,36%,18%,18%
Japan - J2 League,JEF Utd Chiba,12.0,2.25,92%,50%,33%,25%,17%,8%,42%,33%,33%,25%,25%
Japan - J2 League,Vegalta Sendai,12.0,2.25,92%,50%,42%,17%,8%,8%,42%,42%,25%,33%,17%
Japan - J2 League,Mito Hollyhock,10.0,2.2,90%,70%,40%,10%,10%,0%,40%,50%,20%,40%,10%
Japan - J2 League,Oita Trinita,12.0,2.17,100%,75%,33%,8%,0%,0%,42%,17%,42%,17%,42%
