League_Name,Team_Overall,GP,Avg,0.5+,1.5+,2.5+,3.5+,4.5+,5.5+,BTS,CS,FTS,WTN,LTN
USL Championship,Detroit City,15.0,2.6,87%,87%,40%,33%,13%,0%,47%,33%,33%,20%,20%
USL Championship,Oakland Roots,15.0,2.6,87%,67%,53%,20%,20%,13%,40%,33%,40%,20%,27%
USL Championship,New Mexico,14.0,2.57,100%,64%,57%,14%,14%,7%,43%,43%,14%,43%,14%
USL Championship,Louisville City,16.0,2.56,94%,88%,44%,12%,12%,6%,62%,38%,6%,31%,0%
USL Championship,Lexington,15.0,2.53,87%,80%,47%,20%,13%,7%,60%,27%,27%,13%,13%
USL Championship,Miami FC,14.0,2.5,100%,79%,57%,14%,0%,0%,64%,14%,21%,14%,21%
USL Championship,North Carolina,14.0,2.43,100%,64%,50%,14%,7%,7%,57%,29%,14%,29%,14%
USL Championship,Birmingham L.,16.0,2.38,94%,62%,38%,31%,6%,6%,56%,12%,38%,6%,31%
USL Championship,Monterey Bay,16.0,2.25,88%,75%,44%,12%,6%,0%,44%,19%,50%,6%,38%
USL Championship,Sacramento R.,14.0,2.21,93%,64%,36%,21%,7%,0%,43%,36%,29%,29%,21%
USL Championship,FC Tulsa,13.0,2.15,100%,62%,31%,15%,8%,0%,54%,38%,8%,38%,8%
USL Championship,Rhode Island,15.0,2.07,93%,73%,33%,7%,0%,0%,33%,27%,47%,20%,40%
USL Championship,Las Vegas L.,15.0,2.0,80%,47%,33%,20%,20%,0%,20%,53%,47%,33%,27%
USL Championship,Pittsburgh,14.0,1.71,93%,57%,21%,0%,0%,0%,29%,43%,36%,36%,29%
USA - USL League One,Westchester SC,12.0,3.83,100%,100%,67%,50%,25%,17%,83%,0%,17%,0%,17%
USA - USL League One,Richmond K.,14.0,3.43,93%,64%,64%,43%,29%,29%,64%,14%,29%,7%,21%
USA - USL League One,Tormenta,13.0,3.23,100%,92%,69%,38%,15%,8%,69%,8%,23%,8%,23%
USA - USL League One,Texoma,14.0,3.07,93%,86%,57%,36%,21%,7%,64%,21%,21%,14%,14%
USA - USL League One,Alta,14.0,3.0,86%,86%,57%,36%,21%,7%,64%,29%,21%,14%,7%
USA - USL League One,Charlotte I.,13.0,2.92,92%,69%,46%,38%,31%,8%,62%,31%,15%,23%,8%
USA - USL League One,Union Omaha,12.0,2.92,92%,67%,67%,42%,8%,8%,58%,25%,25%,17%,17%
USA - USL League One,Naples,14.0,2.64,93%,79%,57%,29%,7%,0%,64%,29%,14%,21%,7%
USA - USL League One,Chattanooga RW,12.0,2.58,83%,67%,58%,42%,8%,0%,67%,33%,17%,17%,0%
USA - USL League One,Greenville,14.0,2.43,100%,57%,43%,29%,7%,7%,36%,21%,43%,21%,43%
USA - USL League One,Portland Hearts,12.0,2.25,83%,83%,42%,17%,0%,0%,75%,17%,25%,0%,8%
USA - USL League One,Spokane V.,14.0,2.21,86%,57%,43%,29%,7%,0%,50%,43%,21%,29%,7%
USA - USL League One,One Knoxville,10.0,2.2,100%,70%,30%,20%,0%,0%,50%,40%,10%,40%,10%
USA - USL League One,Forward Madison,12.0,2.0,92%,83%,25%,0%,0%,0%,67%,8%,33%,0%,25%
Vietnam - V League,Gia Lai,26.0,2.88,96%,73%,54%,38%,15%,8%,54%,27%,23%,23%,19%
Vietnam - V League,Viettel,26.0,2.77,92%,77%,62%,31%,12%,4%,62%,31%,15%,23%,8%
Vietnam - V League,Binh Duong,26.0,2.73,96%,73%,58%,31%,12%,4%,58%,19%,27%,15%,23%
Vietnam - V League,Ha Noi,26.0,2.73,96%,85%,54%,19%,12%,8%,58%,35%,12%,31%,8%
Vietnam - V League,Nam Dinh,26.0,2.65,88%,73%,50%,27%,19%,4%,46%,42%,23%,31%,12%
Vietnam - V League,Cong An Nhan,26.0,2.62,88%,77%,50%,19%,12%,8%,54%,35%,23%,23%,12%
Vietnam - V League,Da Nang,26.0,2.54,88%,69%,46%,31%,15%,4%,54%,19%,38%,8%,27%
Vietnam - V League,Binh Dinh,26.0,2.5,92%,62%,50%,27%,12%,8%,54%,19%,35%,12%,27%
Vietnam - V League,Thanh Hoa,26.0,2.5,96%,73%,46%,27%,8%,0%,73%,15%,15%,12%,12%
Vietnam - V League,Quang Nam,26.0,2.42,85%,65%,42%,23%,12%,8%,50%,27%,38%,12%,23%
Vietnam - V League,Song Lam Nghe,26.0,2.23,88%,65%,35%,19%,15%,0%,54%,27%,31%,15%,19%
Vietnam - V League,Hai Phong,26.0,2.15,88%,65%,31%,19%,8%,4%,42%,35%,35%,23%,23%
Vietnam - V League,Ho Chi Minh,26.0,2.12,85%,69%,35%,15%,4%,4%,42%,27%,46%,12%,31%
Vietnam - V League,Hong Linh Ha T.,26.0,1.69,81%,50%,19%,19%,0%,0%,46%,38%,35%,19%,15%
Vietnam - V League 2,Ba Ria Vung Tau,20.0,2.5,95%,65%,40%,30%,20%,0%,35%,15%,55%,10%,50%
Vietnam - V League 2,Hue,20.0,2.3,95%,70%,45%,15%,5%,0%,40%,15%,50%,10%,45%
Vietnam - V League 2,Binh Phuoc,20.0,2.15,90%,70%,40%,10%,5%,0%,35%,55%,20%,45%,10%
Vietnam - V League 2,Phu Dong,20.0,2.15,100%,70%,35%,5%,5%,0%,15%,85%,0%,85%,0%
Vietnam - V League 2,PVF-CAND,20.0,2.05,85%,50%,45%,15%,5%,5%,20%,65%,30%,50%,15%
Vietnam - V League 2,S. Khanh Hoa,20.0,2.05,90%,70%,30%,15%,0%,0%,45%,20%,45%,10%,35%
Vietnam - V League 2,Ho Chi Minh B,20.0,1.75,75%,60%,25%,15%,0%,0%,30%,40%,55%,15%,30%
Vietnam - V League 2,Hoa Binh,20.0,1.75,75%,55%,25%,10%,5%,5%,45%,40%,40%,15%,15%
Vietnam - V League 2,Dong Nai,20.0,1.65,70%,40%,30%,20%,5%,0%,30%,45%,55%,15%,25%
Vietnam - V League 2,Dong Thap,20.0,1.5,80%,45%,20%,5%,0%,0%,25%,40%,55%,20%,35%
Vietnam - V League 2,Long An,20.0,1.45,65%,55%,25%,0%,0%,0%,30%,45%,60%,10%,25%
